Temperature - (Celsius), Year, Statistics, Country, ISO3
-0.4051, 1953, Dec Average, Poland, POL
-7.1272, 1954, Jan Average, Poland, POL
-8.4628, 1954, Feb Average, Poland, POL
2.94263, 1954, Mar Average, Poland, POL
4.82631, 1954, Apr Average, Poland, POL
13.392, 1954, May Average, Poland, POL
17.8473, 1954, Jun Average, Poland, POL
16.4137, 1954, Jul Average, Poland, POL
17.3572, 1954, Aug Average, Poland, POL
14.4283, 1954, Sep Average, Poland, POL
8.83477, 1954, Oct Average, Poland, POL
2.52141, 1954, Nov Average, Poland, POL
2.32516, 1954, Dec Average, Poland, POL
-3.2591, 1955, Jan Average, Poland, POL
-2.7465, 1955, Feb Average, Poland, POL
-0.3825, 1955, Mar Average, Poland, POL
4.73347, 1955, Apr Average, Poland, POL
11.0014, 1955, May Average, Poland, POL
14.8571, 1955, Jun Average, Poland, POL
18.3231, 1955, Jul Average, Poland, POL
18.3208, 1955, Aug Average, Poland, POL
14.4038, 1955, Sep Average, Poland, POL
8.64965, 1955, Oct Average, Poland, POL
3.24839, 1955, Nov Average, Poland, POL
0.7213, 1955, Dec Average, Poland, POL
-1.4018, 1956, Jan Average, Poland, POL
-10.449, 1956, Feb Average, Poland, POL
0.08537, 1956, Mar Average, Poland, POL
5.29725, 1956, Apr Average, Poland, POL
12.6009, 1956, May Average, Poland, POL
16.0314, 1956, Jun Average, Poland, POL
17.2499, 1956, Jul Average, Poland, POL
15.5282, 1956, Aug Average, Poland, POL
12.9582, 1956, Sep Average, Poland, POL
8.28198, 1956, Oct Average, Poland, POL
-0.3183, 1956, Nov Average, Poland, POL
-0.0713, 1956, Dec Average, Poland, POL
-1.2119, 1957, Jan Average, Poland, POL
2.487, 1957, Feb Average, Poland, POL
3.18262, 1957, Mar Average, Poland, POL
7.56156, 1957, Apr Average, Poland, POL
10.6786, 1957, May Average, Poland, POL
17.1672, 1957, Jun Average, Poland, POL
18.6045, 1957, Jul Average, Poland, POL
16.2271, 1957, Aug Average, Poland, POL
11.8695, 1957, Sep Average, Poland, POL
8.84096, 1957, Oct Average, Poland, POL
4.29715, 1957, Nov Average, Poland, POL
-0.8558, 1957, Dec Average, Poland, POL
-2.4836, 1958, Jan Average, Poland, POL
0.286, 1958, Feb Average, Poland, POL
-1.4904, 1958, Mar Average, Poland, POL
4.45125, 1958, Apr Average, Poland, POL
14.6266, 1958, May Average, Poland, POL
14.8035, 1958, Jun Average, Poland, POL
18.1311, 1958, Jul Average, Poland, POL
17.0791, 1958, Aug Average, Poland, POL
13.3585, 1958, Sep Average, Poland, POL
9.74621, 1958, Oct Average, Poland, POL
4.00817, 1958, Nov Average, Poland, POL
1.16286, 1958, Dec Average, Poland, POL
-0.9854, 1959, Jan Average, Poland, POL
-1.6058, 1959, Feb Average, Poland, POL
5.03065, 1959, Mar Average, Poland, POL
8.44918, 1959, Apr Average, Poland, POL
12.8399, 1959, May Average, Poland, POL
16.2673, 1959, Jun Average, Poland, POL
20.1596, 1959, Jul Average, Poland, POL
18.3025, 1959, Aug Average, Poland, POL
11.8961, 1959, Sep Average, Poland, POL
7.77606, 1959, Oct Average, Poland, POL
2.80653, 1959, Nov Average, Poland, POL
-0.3046, 1959, Dec Average, Poland, POL
-2.8284, 1960, Jan Average, Poland, POL
-2.8672, 1960, Feb Average, Poland, POL
2.04178, 1960, Mar Average, Poland, POL
6.39693, 1960, Apr Average, Poland, POL
12.7516, 1960, May Average, Poland, POL
16.5265, 1960, Jun Average, Poland, POL
16.7914, 1960, Jul Average, Poland, POL
16.8229, 1960, Aug Average, Poland, POL
12.2566, 1960, Sep Average, Poland, POL
9.06825, 1960, Oct Average, Poland, POL
5.03904, 1960, Nov Average, Poland, POL
2.51819, 1960, Dec Average, Poland, POL
-2.9784, 1961, Jan Average, Poland, POL
1.88277, 1961, Feb Average, Poland, POL
5.6267, 1961, Mar Average, Poland, POL
9.85455, 1961, Apr Average, Poland, POL
11.4467, 1961, May Average, Poland, POL
17.4275, 1961, Jun Average, Poland, POL
16.264, 1961, Jul Average, Poland, POL
16.3726, 1961, Aug Average, Poland, POL
14.6287, 1961, Sep Average, Poland, POL
10.6235, 1961, Oct Average, Poland, POL
3.8013, 1961, Nov Average, Poland, POL
-3.0769, 1961, Dec Average, Poland, POL
-0.0994, 1962, Jan Average, Poland, POL
-1.7004, 1962, Feb Average, Poland, POL
-1.0212, 1962, Mar Average, Poland, POL
9.42437, 1962, Apr Average, Poland, POL
10.7885, 1962, May Average, Poland, POL
14.2464, 1962, Jun Average, Poland, POL
15.7346, 1962, Jul Average, Poland, POL
16.7946, 1962, Aug Average, Poland, POL
12.266, 1962, Sep Average, Poland, POL
8.39532, 1962, Oct Average, Poland, POL
3.92027, 1962, Nov Average, Poland, POL
-4.1592, 1962, Dec Average, Poland, POL
-10.432, 1963, Jan Average, Poland, POL
-7.1564, 1963, Feb Average, Poland, POL
-0.5502, 1963, Mar Average, Poland, POL
7.67615, 1963, Apr Average, Poland, POL
14.3447, 1963, May Average, Poland, POL
16.4822, 1963, Jun Average, Poland, POL
19.3815, 1963, Jul Average, Poland, POL
18.5255, 1963, Aug Average, Poland, POL
14.6185, 1963, Sep Average, Poland, POL
8.49182, 1963, Oct Average, Poland, POL
6.54929, 1963, Nov Average, Poland, POL
-4.2295, 1963, Dec Average, Poland, POL
-4.2165, 1964, Jan Average, Poland, POL
-3.4412, 1964, Feb Average, Poland, POL
-1.6152, 1964, Mar Average, Poland, POL
7.79309, 1964, Apr Average, Poland, POL
13.0836, 1964, May Average, Poland, POL
18.677, 1964, Jun Average, Poland, POL
18.4403, 1964, Jul Average, Poland, POL
16.0928, 1964, Aug Average, Poland, POL
13.2881, 1964, Sep Average, Poland, POL
7.94012, 1964, Oct Average, Poland, POL
3.90298, 1964, Nov Average, Poland, POL
-0.335, 1964, Dec Average, Poland, POL
-1.0547, 1965, Jan Average, Poland, POL
-4.5009, 1965, Feb Average, Poland, POL
1.16458, 1965, Mar Average, Poland, POL
6.24735, 1965, Apr Average, Poland, POL
10.478, 1965, May Average, Poland, POL
15.8697, 1965, Jun Average, Poland, POL
16.0749, 1965, Jul Average, Poland, POL
15.5891, 1965, Aug Average, Poland, POL
14.3418, 1965, Sep Average, Poland, POL
7.76367, 1965, Oct Average, Poland, POL
-0.4137, 1965, Nov Average, Poland, POL
0.67014, 1965, Dec Average, Poland, POL
-5.0401, 1966, Jan Average, Poland, POL
0.24779, 1966, Feb Average, Poland, POL
3.10109, 1966, Mar Average, Poland, POL
8.17709, 1966, Apr Average, Poland, POL
13.4, 1966, May Average, Poland, POL
16.9081, 1966, Jun Average, Poland, POL
17.7204, 1966, Jul Average, Poland, POL
16.7831, 1966, Aug Average, Poland, POL
12.745, 1966, Sep Average, Poland, POL
11.3157, 1966, Oct Average, Poland, POL
2.61336, 1966, Nov Average, Poland, POL
-0.0602, 1966, Dec Average, Poland, POL
-3.848, 1967, Jan Average, Poland, POL
0.51663, 1967, Feb Average, Poland, POL
5.30303, 1967, Mar Average, Poland, POL
7.16531, 1967, Apr Average, Poland, POL
13.7221, 1967, May Average, Poland, POL
15.6982, 1967, Jun Average, Poland, POL
19.1206, 1967, Jul Average, Poland, POL
17.4177, 1967, Aug Average, Poland, POL
15.3015, 1967, Sep Average, Poland, POL
11.3959, 1967, Oct Average, Poland, POL
4.03991, 1967, Nov Average, Poland, POL
-1.154, 1967, Dec Average, Poland, POL
-3.9034, 1968, Jan Average, Poland, POL
-0.4033, 1968, Feb Average, Poland, POL
3.77025, 1968, Mar Average, Poland, POL
9.19155, 1968, Apr Average, Poland, POL
11.8961, 1968, May Average, Poland, POL
17.5211, 1968, Jun Average, Poland, POL
16.7726, 1968, Jul Average, Poland, POL
17.4482, 1968, Aug Average, Poland, POL
13.7605, 1968, Sep Average, Poland, POL
8.73336, 1968, Oct Average, Poland, POL
3.83604, 1968, Nov Average, Poland, POL
-3.3112, 1968, Dec Average, Poland, POL
-5.5009, 1969, Jan Average, Poland, POL
-3.4633, 1969, Feb Average, Poland, POL
-1.0213, 1969, Mar Average, Poland, POL
6.4953, 1969, Apr Average, Poland, POL
13.9843, 1969, May Average, Poland, POL
15.8545, 1969, Jun Average, Poland, POL
18.5008, 1969, Jul Average, Poland, POL
16.9556, 1969, Aug Average, Poland, POL
13.8173, 1969, Sep Average, Poland, POL
8.9364, 1969, Oct Average, Poland, POL
5.32364, 1969, Nov Average, Poland, POL
-6.7749, 1969, Dec Average, Poland, POL
-5.4712, 1970, Jan Average, Poland, POL
-4.2674, 1970, Feb Average, Poland, POL
0.7969, 1970, Mar Average, Poland, POL
6.51615, 1970, Apr Average, Poland, POL
11.9927, 1970, May Average, Poland, POL
16.6764, 1970, Jun Average, Poland, POL
17.1461, 1970, Jul Average, Poland, POL
17.2397, 1970, Aug Average, Poland, POL
12.456, 1970, Sep Average, Poland, POL
8.009, 1970, Oct Average, Poland, POL
4.66253, 1970, Nov Average, Poland, POL
0.38568, 1970, Dec Average, Poland, POL
-3.0261, 1971, Jan Average, Poland, POL
0.40673, 1971, Feb Average, Poland, POL
0.40175, 1971, Mar Average, Poland, POL
7.60114, 1971, Apr Average, Poland, POL
14.6906, 1971, May Average, Poland, POL
14.891, 1971, Jun Average, Poland, POL
18.0908, 1971, Jul Average, Poland, POL
19.1115, 1971, Aug Average, Poland, POL
11.6131, 1971, Sep Average, Poland, POL
8.57438, 1971, Oct Average, Poland, POL
2.59514, 1971, Nov Average, Poland, POL
2.86696, 1971, Dec Average, Poland, POL
-5.7047, 1972, Jan Average, Poland, POL
0.26214, 1972, Feb Average, Poland, POL
4.28988, 1972, Mar Average, Poland, POL
7.64006, 1972, Apr Average, Poland, POL
12.866, 1972, May Average, Poland, POL
16.3099, 1972, Jun Average, Poland, POL
19.6451, 1972, Jul Average, Poland, POL
17.0674, 1972, Aug Average, Poland, POL
11.7513, 1972, Sep Average, Poland, POL
6.67393, 1972, Oct Average, Poland, POL
4.24909, 1972, Nov Average, Poland, POL
0.09676, 1972, Dec Average, Poland, POL
-1.9453, 1973, Jan Average, Poland, POL
1.32234, 1973, Feb Average, Poland, POL
4.14609, 1973, Mar Average, Poland, POL
6.44892, 1973, Apr Average, Poland, POL
12.8283, 1973, May Average, Poland, POL
16.0713, 1973, Jun Average, Poland, POL
17.9858, 1973, Jul Average, Poland, POL
17.6889, 1973, Aug Average, Poland, POL
13.3804, 1973, Sep Average, Poland, POL
7.04639, 1973, Oct Average, Poland, POL
1.82933, 1973, Nov Average, Poland, POL
-0.9766, 1973, Dec Average, Poland, POL
-0.2241, 1974, Jan Average, Poland, POL
2.40691, 1974, Feb Average, Poland, POL
4.99286, 1974, Mar Average, Poland, POL
7.16946, 1974, Apr Average, Poland, POL
11.1975, 1974, May Average, Poland, POL
14.1498, 1974, Jun Average, Poland, POL
15.888, 1974, Jul Average, Poland, POL
18.0357, 1974, Aug Average, Poland, POL
13.7686, 1974, Sep Average, Poland, POL
6.62771, 1974, Oct Average, Poland, POL
3.8616, 1974, Nov Average, Poland, POL
2.8088, 1974, Dec Average, Poland, POL
2.6048, 1975, Jan Average, Poland, POL
-0.2169, 1975, Feb Average, Poland, POL
4.55167, 1975, Mar Average, Poland, POL
6.91327, 1975, Apr Average, Poland, POL
13.8224, 1975, May Average, Poland, POL
15.6697, 1975, Jun Average, Poland, POL
18.836, 1975, Jul Average, Poland, POL
18.7133, 1975, Aug Average, Poland, POL
16.0566, 1975, Sep Average, Poland, POL
8.23046, 1975, Oct Average, Poland, POL
1.73231, 1975, Nov Average, Poland, POL
0.88186, 1975, Dec Average, Poland, POL
-2.204, 1976, Jan Average, Poland, POL
-3.2806, 1976, Feb Average, Poland, POL
-0.2228, 1976, Mar Average, Poland, POL
7.17234, 1976, Apr Average, Poland, POL
12.3943, 1976, May Average, Poland, POL
15.3416, 1976, Jun Average, Poland, POL
18.4578, 1976, Jul Average, Poland, POL
15.8296, 1976, Aug Average, Poland, POL
12.8866, 1976, Sep Average, Poland, POL
7.72059, 1976, Oct Average, Poland, POL
4.67043, 1976, Nov Average, Poland, POL
-1.1644, 1976, Dec Average, Poland, POL
-1.8187, 1977, Jan Average, Poland, POL
0.72272, 1977, Feb Average, Poland, POL
5.34717, 1977, Mar Average, Poland, POL
5.99942, 1977, Apr Average, Poland, POL
12.5921, 1977, May Average, Poland, POL
16.6305, 1977, Jun Average, Poland, POL
16.3819, 1977, Jul Average, Poland, POL
16.268, 1977, Aug Average, Poland, POL
11.3848, 1977, Sep Average, Poland, POL
9.44179, 1977, Oct Average, Poland, POL
4.97564, 1977, Nov Average, Poland, POL
-0.672, 1977, Dec Average, Poland, POL
-1.3818, 1978, Jan Average, Poland, POL
-3.0651, 1978, Feb Average, Poland, POL
4.04382, 1978, Mar Average, Poland, POL
6.26747, 1978, Apr Average, Poland, POL
11.7543, 1978, May Average, Poland, POL
15.0661, 1978, Jun Average, Poland, POL
16.0915, 1978, Jul Average, Poland, POL
15.9137, 1978, Aug Average, Poland, POL
11.5332, 1978, Sep Average, Poland, POL
8.98111, 1978, Oct Average, Poland, POL
4.48963, 1978, Nov Average, Poland, POL
-3.0902, 1978, Dec Average, Poland, POL
-5.5241, 1979, Jan Average, Poland, POL
-4.1093, 1979, Feb Average, Poland, POL
2.84558, 1979, Mar Average, Poland, POL
6.42954, 1979, Apr Average, Poland, POL
14.2256, 1979, May Average, Poland, POL
18.4381, 1979, Jun Average, Poland, POL
15.0389, 1979, Jul Average, Poland, POL
16.8652, 1979, Aug Average, Poland, POL
13.6587, 1979, Sep Average, Poland, POL
6.77869, 1979, Oct Average, Poland, POL
2.95037, 1979, Nov Average, Poland, POL
1.92774, 1979, Dec Average, Poland, POL
-5.8291, 1980, Jan Average, Poland, POL
-1.4231, 1980, Feb Average, Poland, POL
0.23192, 1980, Mar Average, Poland, POL
5.99986, 1980, Apr Average, Poland, POL
9.91271, 1980, May Average, Poland, POL
15.2959, 1980, Jun Average, Poland, POL
16.3931, 1980, Jul Average, Poland, POL
16.4071, 1980, Aug Average, Poland, POL
12.9053, 1980, Sep Average, Poland, POL
8.66229, 1980, Oct Average, Poland, POL
1.94241, 1980, Nov Average, Poland, POL
-0.2343, 1980, Dec Average, Poland, POL
-3.2404, 1981, Jan Average, Poland, POL
-0.8131, 1981, Feb Average, Poland, POL
4.57148, 1981, Mar Average, Poland, POL
6.09004, 1981, Apr Average, Poland, POL
14.0709, 1981, May Average, Poland, POL
16.6005, 1981, Jun Average, Poland, POL
17.5122, 1981, Jul Average, Poland, POL
16.7726, 1981, Aug Average, Poland, POL
14.0238, 1981, Sep Average, Poland, POL
9.02221, 1981, Oct Average, Poland, POL
3.39129, 1981, Nov Average, Poland, POL
-3.0609, 1981, Dec Average, Poland, POL
-4.3528, 1982, Jan Average, Poland, POL
-2.1838, 1982, Feb Average, Poland, POL
4.04306, 1982, Mar Average, Poland, POL
5.75476, 1982, Apr Average, Poland, POL
13.4894, 1982, May Average, Poland, POL
15.6824, 1982, Jun Average, Poland, POL
18.63, 1982, Jul Average, Poland, POL
18.2994, 1982, Aug Average, Poland, POL
15.5608, 1982, Sep Average, Poland, POL
9.47176, 1982, Oct Average, Poland, POL
4.9224, 1982, Nov Average, Poland, POL
1.46847, 1982, Dec Average, Poland, POL
2.76702, 1983, Jan Average, Poland, POL
-2.1661, 1983, Feb Average, Poland, POL
4.40617, 1983, Mar Average, Poland, POL
9.35351, 1983, Apr Average, Poland, POL
14.6036, 1983, May Average, Poland, POL
16.2281, 1983, Jun Average, Poland, POL
19.3265, 1983, Jul Average, Poland, POL
18.3754, 1983, Aug Average, Poland, POL
14.4274, 1983, Sep Average, Poland, POL
9.10855, 1983, Oct Average, Poland, POL
2.33758, 1983, Nov Average, Poland, POL
-0.617, 1983, Dec Average, Poland, POL
-0.135, 1984, Jan Average, Poland, POL
-1.3984, 1984, Feb Average, Poland, POL
1.6264, 1984, Mar Average, Poland, POL
8.07783, 1984, Apr Average, Poland, POL
13.257, 1984, May Average, Poland, POL
14.0426, 1984, Jun Average, Poland, POL
15.7246, 1984, Jul Average, Poland, POL
17.6988, 1984, Aug Average, Poland, POL
13.0871, 1984, Sep Average, Poland, POL
10.6447, 1984, Oct Average, Poland, POL
2.82455, 1984, Nov Average, Poland, POL
-1.0414, 1984, Dec Average, Poland, POL
-8.206, 1985, Jan Average, Poland, POL
-7.5039, 1985, Feb Average, Poland, POL
2.41823, 1985, Mar Average, Poland, POL
7.65469, 1985, Apr Average, Poland, POL
14.4388, 1985, May Average, Poland, POL
14.354, 1985, Jun Average, Poland, POL
17.3526, 1985, Jul Average, Poland, POL
17.7431, 1985, Aug Average, Poland, POL
12.5553, 1985, Sep Average, Poland, POL
8.64767, 1985, Oct Average, Poland, POL
0.82602, 1985, Nov Average, Poland, POL
1.61409, 1985, Dec Average, Poland, POL
-1.5433, 1986, Jan Average, Poland, POL
-8.242, 1986, Feb Average, Poland, POL
2.49628, 1986, Mar Average, Poland, POL
8.05118, 1986, Apr Average, Poland, POL
14.5535, 1986, May Average, Poland, POL
15.9119, 1986, Jun Average, Poland, POL
17.5047, 1986, Jul Average, Poland, POL
17.1699, 1986, Aug Average, Poland, POL
11.4132, 1986, Sep Average, Poland, POL
8.65533, 1986, Oct Average, Poland, POL
4.99638, 1986, Nov Average, Poland, POL
-0.3921, 1986, Dec Average, Poland, POL
-10.443, 1987, Jan Average, Poland, POL
-1.3945, 1987, Feb Average, Poland, POL
-1.9535, 1987, Mar Average, Poland, POL
7.14634, 1987, Apr Average, Poland, POL
11.322, 1987, May Average, Poland, POL
15.2318, 1987, Jun Average, Poland, POL
17.7381, 1987, Jul Average, Poland, POL
15.3544, 1987, Aug Average, Poland, POL
13.4823, 1987, Sep Average, Poland, POL
8.81036, 1987, Oct Average, Poland, POL
4.19537, 1987, Nov Average, Poland, POL
0.59142, 1987, Dec Average, Poland, POL
0.70747, 1988, Jan Average, Poland, POL
1.01157, 1988, Feb Average, Poland, POL
1.55037, 1988, Mar Average, Poland, POL
7.07486, 1988, Apr Average, Poland, POL
14.4042, 1988, May Average, Poland, POL
15.8125, 1988, Jun Average, Poland, POL
18.6838, 1988, Jul Average, Poland, POL
17.2967, 1988, Aug Average, Poland, POL
13.6705, 1988, Sep Average, Poland, POL
8.19676, 1988, Oct Average, Poland, POL
0.19553, 1988, Nov Average, Poland, POL
0.80741, 1988, Dec Average, Poland, POL
1.29975, 1989, Jan Average, Poland, POL
3.46398, 1989, Feb Average, Poland, POL
5.95734, 1989, Mar Average, Poland, POL
8.75159, 1989, Apr Average, Poland, POL
13.5834, 1989, May Average, Poland, POL
15.3106, 1989, Jun Average, Poland, POL
18.0318, 1989, Jul Average, Poland, POL
17.4958, 1989, Aug Average, Poland, POL
14.3918, 1989, Sep Average, Poland, POL
10.2062, 1989, Oct Average, Poland, POL
1.89316, 1989, Nov Average, Poland, POL
0.90289, 1989, Dec Average, Poland, POL
1.235, 1990, Jan Average, Poland, POL
4.76694, 1990, Feb Average, Poland, POL
6.89313, 1990, Mar Average, Poland, POL
8.04229, 1990, Apr Average, Poland, POL
13.6005, 1990, May Average, Poland, POL
15.9111, 1990, Jun Average, Poland, POL
16.658, 1990, Jul Average, Poland, POL
17.7616, 1990, Aug Average, Poland, POL
11.4398, 1990, Sep Average, Poland, POL
9.2669, 1990, Oct Average, Poland, POL
4.5445, 1990, Nov Average, Poland, POL
-0.2774, 1990, Dec Average, Poland, POL
-0.1362, 1991, Jan Average, Poland, POL
-3.8731, 1991, Feb Average, Poland, POL
4.84321, 1991, Mar Average, Poland, POL
7.19518, 1991, Apr Average, Poland, POL
10.1976, 1991, May Average, Poland, POL
14.6626, 1991, Jun Average, Poland, POL
18.953, 1991, Jul Average, Poland, POL
17.9648, 1991, Aug Average, Poland, POL
14.3943, 1991, Sep Average, Poland, POL
8.05642, 1991, Oct Average, Poland, POL
3.93831, 1991, Nov Average, Poland, POL
-1.1148, 1991, Dec Average, Poland, POL
-0.7447, 1992, Jan Average, Poland, POL
1.33337, 1992, Feb Average, Poland, POL
4.02788, 1992, Mar Average, Poland, POL
7.4143, 1992, Apr Average, Poland, POL
13.4654, 1992, May Average, Poland, POL
17.9187, 1992, Jun Average, Poland, POL
19.4321, 1992, Jul Average, Poland, POL
20.3809, 1992, Aug Average, Poland, POL
13.0894, 1992, Sep Average, Poland, POL
6.22764, 1992, Oct Average, Poland, POL
3.72743, 1992, Nov Average, Poland, POL
-0.5406, 1992, Dec Average, Poland, POL
0.01565, 1993, Jan Average, Poland, POL
-1.0367, 1993, Feb Average, Poland, POL
2.14403, 1993, Mar Average, Poland, POL
8.69197, 1993, Apr Average, Poland, POL
15.8163, 1993, May Average, Poland, POL
15.1298, 1993, Jun Average, Poland, POL
16.3463, 1993, Jul Average, Poland, POL
16.4478, 1993, Aug Average, Poland, POL
12.0746, 1993, Sep Average, Poland, POL
8.44238, 1993, Oct Average, Poland, POL
-1.2612, 1993, Nov Average, Poland, POL
1.91151, 1993, Dec Average, Poland, POL
1.89484, 1994, Jan Average, Poland, POL
-2.3895, 1994, Feb Average, Poland, POL
4.4987, 1994, Mar Average, Poland, POL
8.65542, 1994, Apr Average, Poland, POL
12.37, 1994, May Average, Poland, POL
15.4077, 1994, Jun Average, Poland, POL
21.1785, 1994, Jul Average, Poland, POL
18.4466, 1994, Aug Average, Poland, POL
14.643, 1994, Sep Average, Poland, POL
7.00092, 1994, Oct Average, Poland, POL
4.00796, 1994, Nov Average, Poland, POL
1.15141, 1994, Dec Average, Poland, POL
-1.7352, 1995, Jan Average, Poland, POL
3.3783, 1995, Feb Average, Poland, POL
3.29093, 1995, Mar Average, Poland, POL
7.69909, 1995, Apr Average, Poland, POL
12.3475, 1995, May Average, Poland, POL
15.9706, 1995, Jun Average, Poland, POL
19.8178, 1995, Jul Average, Poland, POL
18.263, 1995, Aug Average, Poland, POL
12.96, 1995, Sep Average, Poland, POL
10.4514, 1995, Oct Average, Poland, POL
0.57549, 1995, Nov Average, Poland, POL
-4.2479, 1995, Dec Average, Poland, POL
-5.6518, 1996, Jan Average, Poland, POL
-5.0155, 1996, Feb Average, Poland, POL
-0.9947, 1996, Mar Average, Poland, POL
7.79893, 1996, Apr Average, Poland, POL
13.582, 1996, May Average, Poland, POL
15.9463, 1996, Jun Average, Poland, POL
15.9362, 1996, Jul Average, Poland, POL
17.9954, 1996, Aug Average, Poland, POL
10.5285, 1996, Sep Average, Poland, POL
9.34497, 1996, Oct Average, Poland, POL
5.50636, 1996, Nov Average, Poland, POL
-4.7312, 1996, Dec Average, Poland, POL
-4.451, 1997, Jan Average, Poland, POL
1.88162, 1997, Feb Average, Poland, POL
3.49596, 1997, Mar Average, Poland, POL
4.96938, 1997, Apr Average, Poland, POL
13.1156, 1997, May Average, Poland, POL
16.3226, 1997, Jun Average, Poland, POL
17.5536, 1997, Jul Average, Poland, POL
19.04, 1997, Aug Average, Poland, POL
13.2513, 1997, Sep Average, Poland, POL
6.76122, 1997, Oct Average, Poland, POL
3.0548, 1997, Nov Average, Poland, POL
0.16715, 1997, Dec Average, Poland, POL
0.7838, 1998, Jan Average, Poland, POL
3.4462, 1998, Feb Average, Poland, POL
2.58622, 1998, Mar Average, Poland, POL
9.53714, 1998, Apr Average, Poland, POL
13.857, 1998, May Average, Poland, POL
16.9411, 1998, Jun Average, Poland, POL
17.239, 1998, Jul Average, Poland, POL
16.5962, 1998, Aug Average, Poland, POL
13.2701, 1998, Sep Average, Poland, POL
8.2603, 1998, Oct Average, Poland, POL
-0.6569, 1998, Nov Average, Poland, POL
-2.0356, 1998, Dec Average, Poland, POL
-0.1422, 1999, Jan Average, Poland, POL
-0.9517, 1999, Feb Average, Poland, POL
4.81717, 1999, Mar Average, Poland, POL
9.31456, 1999, Apr Average, Poland, POL
12.5933, 1999, May Average, Poland, POL
16.8982, 1999, Jun Average, Poland, POL
19.8006, 1999, Jul Average, Poland, POL
17.4804, 1999, Aug Average, Poland, POL
16.0885, 1999, Sep Average, Poland, POL
8.65328, 1999, Oct Average, Poland, POL
2.21351, 1999, Nov Average, Poland, POL
0.63447, 1999, Dec Average, Poland, POL
-1.5462, 2000, Jan Average, Poland, POL
2.44077, 2000, Feb Average, Poland, POL
3.94131, 2000, Mar Average, Poland, POL
11.2926, 2000, Apr Average, Poland, POL
14.8543, 2000, May Average, Poland, POL
16.8795, 2000, Jun Average, Poland, POL
16.2097, 2000, Jul Average, Poland, POL
18.1008, 2000, Aug Average, Poland, POL
12.3849, 2000, Sep Average, Poland, POL
11.6567, 2000, Oct Average, Poland, POL
6.44077, 2000, Nov Average, Poland, POL
1.84924, 2000, Dec Average, Poland, POL
-0.543, 2001, Jan Average, Poland, POL
-0.0259, 2001, Feb Average, Poland, POL
2.92421, 2001, Mar Average, Poland, POL
7.81873, 2001, Apr Average, Poland, POL
14.1458, 2001, May Average, Poland, POL
14.576, 2001, Jun Average, Poland, POL
19.7333, 2001, Jul Average, Poland, POL
19.039, 2001, Aug Average, Poland, POL
12.2885, 2001, Sep Average, Poland, POL
11.5046, 2001, Oct Average, Poland, POL
2.645, 2001, Nov Average, Poland, POL
-3.4244, 2001, Dec Average, Poland, POL
-0.5948, 2002, Jan Average, Poland, POL
3.81136, 2002, Feb Average, Poland, POL
5.02005, 2002, Mar Average, Poland, POL
8.2664, 2002, Apr Average, Poland, POL
16.0772, 2002, May Average, Poland, POL
17.1261, 2002, Jun Average, Poland, POL
19.9368, 2002, Jul Average, Poland, POL
20.1716, 2002, Aug Average, Poland, POL
13.4035, 2002, Sep Average, Poland, POL
7.39381, 2002, Oct Average, Poland, POL
4.22656, 2002, Nov Average, Poland, POL
-4.7627, 2002, Dec Average, Poland, POL
-2.8359, 2003, Jan Average, Poland, POL
-4.2589, 2003, Feb Average, Poland, POL
2.78605, 2003, Mar Average, Poland, POL
7.16537, 2003, Apr Average, Poland, POL
15.3447, 2003, May Average, Poland, POL
17.7829, 2003, Jun Average, Poland, POL
19.4671, 2003, Jul Average, Poland, POL
19.3107, 2003, Aug Average, Poland, POL
13.984, 2003, Sep Average, Poland, POL
5.92073, 2003, Oct Average, Poland, POL
5.15574, 2003, Nov Average, Poland, POL
1.03355, 2003, Dec Average, Poland, POL
-4.4157, 2004, Jan Average, Poland, POL
0.38859, 2004, Feb Average, Poland, POL
3.83229, 2004, Mar Average, Poland, POL
8.66982, 2004, Apr Average, Poland, POL
11.9661, 2004, May Average, Poland, POL
15.3864, 2004, Jun Average, Poland, POL
17.4727, 2004, Jul Average, Poland, POL
18.8532, 2004, Aug Average, Poland, POL
13.587, 2004, Sep Average, Poland, POL
10.0249, 2004, Oct Average, Poland, POL
3.72578, 2004, Nov Average, Poland, POL
1.33966, 2004, Dec Average, Poland, POL
0.31058, 2005, Jan Average, Poland, POL
-2.8439, 2005, Feb Average, Poland, POL
0.83836, 2005, Mar Average, Poland, POL
8.76116, 2005, Apr Average, Poland, POL
13.2917, 2005, May Average, Poland, POL
15.7283, 2005, Jun Average, Poland, POL
19.189, 2005, Jul Average, Poland, POL
17.0964, 2005, Aug Average, Poland, POL
15.0978, 2005, Sep Average, Poland, POL
9.70109, 2005, Oct Average, Poland, POL
3.07523, 2005, Nov Average, Poland, POL
-0.3234, 2005, Dec Average, Poland, POL
-6.715, 2006, Jan Average, Poland, POL
-2.9312, 2006, Feb Average, Poland, POL
0.12693, 2006, Mar Average, Poland, POL
8.43469, 2006, Apr Average, Poland, POL
13.2347, 2006, May Average, Poland, POL
17.1179, 2006, Jun Average, Poland, POL
21.0388, 2006, Jul Average, Poland, POL
17.3495, 2006, Aug Average, Poland, POL
15.9638, 2006, Sep Average, Poland, POL
10.9658, 2006, Oct Average, Poland, POL
5.92697, 2006, Nov Average, Poland, POL
