Temperature - (Celsius), Year, Statistics, Country, ISO3
8.85755, 1949, Dec Average, Portugal, PRT
7.84308, 1950, Jan Average, Portugal, PRT
9.7303, 1950, Feb Average, Portugal, PRT
11.3465, 1950, Mar Average, Portugal, PRT
12.895, 1950, Apr Average, Portugal, PRT
15.3058, 1950, May Average, Portugal, PRT
19.7459, 1950, Jun Average, Portugal, PRT
22.7818, 1950, Jul Average, Portugal, PRT
21.5741, 1950, Aug Average, Portugal, PRT
19.3761, 1950, Sep Average, Portugal, PRT
15.8408, 1950, Oct Average, Portugal, PRT
12.9275, 1950, Nov Average, Portugal, PRT
7.63719, 1950, Dec Average, Portugal, PRT
8.24556, 1951, Jan Average, Portugal, PRT
8.12313, 1951, Feb Average, Portugal, PRT
10.8689, 1951, Mar Average, Portugal, PRT
13.0495, 1951, Apr Average, Portugal, PRT
13.5474, 1951, May Average, Portugal, PRT
19.7259, 1951, Jun Average, Portugal, PRT
21.7479, 1951, Jul Average, Portugal, PRT
21.0424, 1951, Aug Average, Portugal, PRT
20.1412, 1951, Sep Average, Portugal, PRT
14.8872, 1951, Oct Average, Portugal, PRT
11.3977, 1951, Nov Average, Portugal, PRT
9.71992, 1951, Dec Average, Portugal, PRT
6.79783, 1952, Jan Average, Portugal, PRT
8.79137, 1952, Feb Average, Portugal, PRT
12.8588, 1952, Mar Average, Portugal, PRT
13.0527, 1952, Apr Average, Portugal, PRT
16.0119, 1952, May Average, Portugal, PRT
20.2976, 1952, Jun Average, Portugal, PRT
21.5947, 1952, Jul Average, Portugal, PRT
21.2533, 1952, Aug Average, Portugal, PRT
17.8798, 1952, Sep Average, Portugal, PRT
16.3738, 1952, Oct Average, Portugal, PRT
12.0432, 1952, Nov Average, Portugal, PRT
8.83752, 1952, Dec Average, Portugal, PRT
7.30839, 1953, Jan Average, Portugal, PRT
8.04415, 1953, Feb Average, Portugal, PRT
10.9139, 1953, Mar Average, Portugal, PRT
13.1126, 1953, Apr Average, Portugal, PRT
17.785, 1953, May Average, Portugal, PRT
18.3922, 1953, Jun Average, Portugal, PRT
21.8053, 1953, Jul Average, Portugal, PRT
23.2885, 1953, Aug Average, Portugal, PRT
20.2614, 1953, Sep Average, Portugal, PRT
15.3241, 1953, Oct Average, Portugal, PRT
12.6602, 1953, Nov Average, Portugal, PRT
10.8382, 1953, Dec Average, Portugal, PRT
6.71601, 1954, Jan Average, Portugal, PRT
7.71027, 1954, Feb Average, Portugal, PRT
10.4995, 1954, Mar Average, Portugal, PRT
12.2463, 1954, Apr Average, Portugal, PRT
15.9587, 1954, May Average, Portugal, PRT
18.5623, 1954, Jun Average, Portugal, PRT
21.3191, 1954, Jul Average, Portugal, PRT
20.7986, 1954, Aug Average, Portugal, PRT
19.7428, 1954, Sep Average, Portugal, PRT
17.4829, 1954, Oct Average, Portugal, PRT
13.2653, 1954, Nov Average, Portugal, PRT
9.12206, 1954, Dec Average, Portugal, PRT
10.9782, 1955, Jan Average, Portugal, PRT
9.51482, 1955, Feb Average, Portugal, PRT
10.2594, 1955, Mar Average, Portugal, PRT
15.0257, 1955, Apr Average, Portugal, PRT
17.7397, 1955, May Average, Portugal, PRT
19.9212, 1955, Jun Average, Portugal, PRT
21.8402, 1955, Jul Average, Portugal, PRT
22.5108, 1955, Aug Average, Portugal, PRT
20.6132, 1955, Sep Average, Portugal, PRT
16.2054, 1955, Oct Average, Portugal, PRT
11.9911, 1955, Nov Average, Portugal, PRT
10.6166, 1955, Dec Average, Portugal, PRT
8.97394, 1956, Jan Average, Portugal, PRT
5.98458, 1956, Feb Average, Portugal, PRT
10.3931, 1956, Mar Average, Portugal, PRT
12.1209, 1956, Apr Average, Portugal, PRT
15.925, 1956, May Average, Portugal, PRT
19.0026, 1956, Jun Average, Portugal, PRT
21.0861, 1956, Jul Average, Portugal, PRT
20.7718, 1956, Aug Average, Portugal, PRT
18.5313, 1956, Sep Average, Portugal, PRT
16.198, 1956, Oct Average, Portugal, PRT
9.62442, 1956, Nov Average, Portugal, PRT
7.1644, 1956, Dec Average, Portugal, PRT
6.48692, 1957, Jan Average, Portugal, PRT
10.2236, 1957, Feb Average, Portugal, PRT
12.9929, 1957, Mar Average, Portugal, PRT
12.3244, 1957, Apr Average, Portugal, PRT
14.956, 1957, May Average, Portugal, PRT
18.4769, 1957, Jun Average, Portugal, PRT
22.4532, 1957, Jul Average, Portugal, PRT
22.5601, 1957, Aug Average, Portugal, PRT
20.7533, 1957, Sep Average, Portugal, PRT
15.4192, 1957, Oct Average, Portugal, PRT
10.7422, 1957, Nov Average, Portugal, PRT
7.2799, 1957, Dec Average, Portugal, PRT
8.45514, 1958, Jan Average, Portugal, PRT
10.7162, 1958, Feb Average, Portugal, PRT
11.0736, 1958, Mar Average, Portugal, PRT
12.4978, 1958, Apr Average, Portugal, PRT
16.7058, 1958, May Average, Portugal, PRT
18.3447, 1958, Jun Average, Portugal, PRT
21.2302, 1958, Jul Average, Portugal, PRT
21.4267, 1958, Aug Average, Portugal, PRT
20.649, 1958, Sep Average, Portugal, PRT
16.123, 1958, Oct Average, Portugal, PRT
11.4164, 1958, Nov Average, Portugal, PRT
9.8044, 1958, Dec Average, Portugal, PRT
9.79621, 1959, Jan Average, Portugal, PRT
8.7827, 1959, Feb Average, Portugal, PRT
11.3332, 1959, Mar Average, Portugal, PRT
13.2014, 1959, Apr Average, Portugal, PRT
15.2575, 1959, May Average, Portugal, PRT
19.4893, 1959, Jun Average, Portugal, PRT
22.2808, 1959, Jul Average, Portugal, PRT
21.9375, 1959, Aug Average, Portugal, PRT
19.4905, 1959, Sep Average, Portugal, PRT
16.0187, 1959, Oct Average, Portugal, PRT
11.3586, 1959, Nov Average, Portugal, PRT
9.24894, 1959, Dec Average, Portugal, PRT
8.34338, 1960, Jan Average, Portugal, PRT
9.7576, 1960, Feb Average, Portugal, PRT
11.7123, 1960, Mar Average, Portugal, PRT
13.7049, 1960, Apr Average, Portugal, PRT
16.5608, 1960, May Average, Portugal, PRT
20.5919, 1960, Jun Average, Portugal, PRT
21.5651, 1960, Jul Average, Portugal, PRT
20.952, 1960, Aug Average, Portugal, PRT
19.5515, 1960, Sep Average, Portugal, PRT
14.1177, 1960, Oct Average, Portugal, PRT
11.7469, 1960, Nov Average, Portugal, PRT
7.75425, 1960, Dec Average, Portugal, PRT
7.65198, 1961, Jan Average, Portugal, PRT
11.9136, 1961, Feb Average, Portugal, PRT
14.0118, 1961, Mar Average, Portugal, PRT
13.6398, 1961, Apr Average, Portugal, PRT
17.906, 1961, May Average, Portugal, PRT
19.9338, 1961, Jun Average, Portugal, PRT
22.1334, 1961, Jul Average, Portugal, PRT
23.6162, 1961, Aug Average, Portugal, PRT
20.3337, 1961, Sep Average, Portugal, PRT
15.2294, 1961, Oct Average, Portugal, PRT
11.0872, 1961, Nov Average, Portugal, PRT
10.3304, 1961, Dec Average, Portugal, PRT
8.90935, 1962, Jan Average, Portugal, PRT
8.93051, 1962, Feb Average, Portugal, PRT
10.4832, 1962, Mar Average, Portugal, PRT
13.3282, 1962, Apr Average, Portugal, PRT
16.1364, 1962, May Average, Portugal, PRT
20.3682, 1962, Jun Average, Portugal, PRT
21.2917, 1962, Jul Average, Portugal, PRT
22.8346, 1962, Aug Average, Portugal, PRT
20.8517, 1962, Sep Average, Portugal, PRT
17.5626, 1962, Oct Average, Portugal, PRT
9.44889, 1962, Nov Average, Portugal, PRT
7.71053, 1962, Dec Average, Portugal, PRT
8.3451, 1963, Jan Average, Portugal, PRT
7.34921, 1963, Feb Average, Portugal, PRT
10.5131, 1963, Mar Average, Portugal, PRT
12.867, 1963, Apr Average, Portugal, PRT
16.0987, 1963, May Average, Portugal, PRT
18.3871, 1963, Jun Average, Portugal, PRT
22.1259, 1963, Jul Average, Portugal, PRT
20.6515, 1963, Aug Average, Portugal, PRT
18.8735, 1963, Sep Average, Portugal, PRT
17.9779, 1963, Oct Average, Portugal, PRT
12.0664, 1963, Nov Average, Portugal, PRT
8.09437, 1963, Dec Average, Portugal, PRT
8.49703, 1964, Jan Average, Portugal, PRT
9.88325, 1964, Feb Average, Portugal, PRT
10.3528, 1964, Mar Average, Portugal, PRT
12.6313, 1964, Apr Average, Portugal, PRT
18.5083, 1964, May Average, Portugal, PRT
19.7568, 1964, Jun Average, Portugal, PRT
22.2152, 1964, Jul Average, Portugal, PRT
22.6258, 1964, Aug Average, Portugal, PRT
22.0452, 1964, Sep Average, Portugal, PRT
15.437, 1964, Oct Average, Portugal, PRT
11.6123, 1964, Nov Average, Portugal, PRT
7.01508, 1964, Dec Average, Portugal, PRT
7.82246, 1965, Jan Average, Portugal, PRT
7.62522, 1965, Feb Average, Portugal, PRT
11.3758, 1965, Mar Average, Portugal, PRT
13.6198, 1965, Apr Average, Portugal, PRT
18.1001, 1965, May Average, Portugal, PRT
20.4265, 1965, Jun Average, Portugal, PRT
20.0673, 1965, Jul Average, Portugal, PRT
22.1733, 1965, Aug Average, Portugal, PRT
17.6153, 1965, Sep Average, Portugal, PRT
15.8631, 1965, Oct Average, Portugal, PRT
10.6269, 1965, Nov Average, Portugal, PRT
9.23555, 1965, Dec Average, Portugal, PRT
10.7049, 1966, Jan Average, Portugal, PRT
10.6155, 1966, Feb Average, Portugal, PRT
11.2464, 1966, Mar Average, Portugal, PRT
13.0555, 1966, Apr Average, Portugal, PRT
17.1797, 1966, May Average, Portugal, PRT
18.8159, 1966, Jun Average, Portugal, PRT
21.4666, 1966, Jul Average, Portugal, PRT
21.6427, 1966, Aug Average, Portugal, PRT
21.3233, 1966, Sep Average, Portugal, PRT
14.414, 1966, Oct Average, Portugal, PRT
8.9522, 1966, Nov Average, Portugal, PRT
8.51059, 1966, Dec Average, Portugal, PRT
7.92602, 1967, Jan Average, Portugal, PRT
9.59328, 1967, Feb Average, Portugal, PRT
12.7701, 1967, Mar Average, Portugal, PRT
12.7551, 1967, Apr Average, Portugal, PRT
14.0467, 1967, May Average, Portugal, PRT
19.3732, 1967, Jun Average, Portugal, PRT
22.1884, 1967, Jul Average, Portugal, PRT
21.607, 1967, Aug Average, Portugal, PRT
19.0751, 1967, Sep Average, Portugal, PRT
16.768, 1967, Oct Average, Portugal, PRT
11.187, 1967, Nov Average, Portugal, PRT
7.60491, 1967, Dec Average, Portugal, PRT
8.70755, 1968, Jan Average, Portugal, PRT
9.23565, 1968, Feb Average, Portugal, PRT
10.2919, 1968, Mar Average, Portugal, PRT
12.2535, 1968, Apr Average, Portugal, PRT
15.5287, 1968, May Average, Portugal, PRT
19.9062, 1968, Jun Average, Portugal, PRT
21.8985, 1968, Jul Average, Portugal, PRT
21.7319, 1968, Aug Average, Portugal, PRT
18.804, 1968, Sep Average, Portugal, PRT
18.2636, 1968, Oct Average, Portugal, PRT
12.3698, 1968, Nov Average, Portugal, PRT
8.95317, 1968, Dec Average, Portugal, PRT
9.32371, 1969, Jan Average, Portugal, PRT
7.84405, 1969, Feb Average, Portugal, PRT
10.3935, 1969, Mar Average, Portugal, PRT
12.4775, 1969, Apr Average, Portugal, PRT
14.4677, 1969, May Average, Portugal, PRT
18.0364, 1969, Jun Average, Portugal, PRT
23.3907, 1969, Jul Average, Portugal, PRT
22.3511, 1969, Aug Average, Portugal, PRT
17.3492, 1969, Sep Average, Portugal, PRT
16.663, 1969, Oct Average, Portugal, PRT
10.4552, 1969, Nov Average, Portugal, PRT
7.49154, 1969, Dec Average, Portugal, PRT
9.56276, 1970, Jan Average, Portugal, PRT
9.16722, 1970, Feb Average, Portugal, PRT
9.37847, 1970, Mar Average, Portugal, PRT
12.9827, 1970, Apr Average, Portugal, PRT
16.292, 1970, May Average, Portugal, PRT
18.414, 1970, Jun Average, Portugal, PRT
22.3353, 1970, Jul Average, Portugal, PRT
21.0833, 1970, Aug Average, Portugal, PRT
21.5789, 1970, Sep Average, Portugal, PRT
16.2037, 1970, Oct Average, Portugal, PRT
13.7163, 1970, Nov Average, Portugal, PRT
6.25255, 1970, Dec Average, Portugal, PRT
7.82614, 1971, Jan Average, Portugal, PRT
10.1532, 1971, Feb Average, Portugal, PRT
9.11693, 1971, Mar Average, Portugal, PRT
12.224, 1971, Apr Average, Portugal, PRT
13.6929, 1971, May Average, Portugal, PRT
17.1362, 1971, Jun Average, Portugal, PRT
21.5434, 1971, Jul Average, Portugal, PRT
20.1296, 1971, Aug Average, Portugal, PRT
20.1742, 1971, Sep Average, Portugal, PRT
18.4888, 1971, Oct Average, Portugal, PRT
10.5582, 1971, Nov Average, Portugal, PRT
9.13289, 1971, Dec Average, Portugal, PRT
6.9939, 1972, Jan Average, Portugal, PRT
8.71639, 1972, Feb Average, Portugal, PRT
9.85886, 1972, Mar Average, Portugal, PRT
12.9541, 1972, Apr Average, Portugal, PRT
14.3387, 1972, May Average, Portugal, PRT
17.2362, 1972, Jun Average, Portugal, PRT
21.1418, 1972, Jul Average, Portugal, PRT
20.9367, 1972, Aug Average, Portugal, PRT
17.7402, 1972, Sep Average, Portugal, PRT
14.6402, 1972, Oct Average, Portugal, PRT
12.0261, 1972, Nov Average, Portugal, PRT
8.66931, 1972, Dec Average, Portugal, PRT
8.07433, 1973, Jan Average, Portugal, PRT
8.53096, 1973, Feb Average, Portugal, PRT
10.5393, 1973, Mar Average, Portugal, PRT
13.3414, 1973, Apr Average, Portugal, PRT
15.6914, 1973, May Average, Portugal, PRT
19.6179, 1973, Jun Average, Portugal, PRT
20.845, 1973, Jul Average, Portugal, PRT
23.2375, 1973, Aug Average, Portugal, PRT
19.1981, 1973, Sep Average, Portugal, PRT
15.7708, 1973, Oct Average, Portugal, PRT
12.5169, 1973, Nov Average, Portugal, PRT
7.69068, 1973, Dec Average, Portugal, PRT
9.8064, 1974, Jan Average, Portugal, PRT
8.92147, 1974, Feb Average, Portugal, PRT
10.3939, 1974, Mar Average, Portugal, PRT
11.5901, 1974, Apr Average, Portugal, PRT
15.8877, 1974, May Average, Portugal, PRT
18.9734, 1974, Jun Average, Portugal, PRT
22.9405, 1974, Jul Average, Portugal, PRT
21.625, 1974, Aug Average, Portugal, PRT
18.1845, 1974, Sep Average, Portugal, PRT
13.4303, 1974, Oct Average, Portugal, PRT
11.7421, 1974, Nov Average, Portugal, PRT
9.60294, 1974, Dec Average, Portugal, PRT
9.54873, 1975, Jan Average, Portugal, PRT
10.1992, 1975, Feb Average, Portugal, PRT
9.1592, 1975, Mar Average, Portugal, PRT
12.6083, 1975, Apr Average, Portugal, PRT
14.5098, 1975, May Average, Portugal, PRT
18.7104, 1975, Jun Average, Portugal, PRT
22.1309, 1975, Jul Average, Portugal, PRT
22.3737, 1975, Aug Average, Portugal, PRT
18.5155, 1975, Sep Average, Portugal, PRT
16.7215, 1975, Oct Average, Portugal, PRT
11.6061, 1975, Nov Average, Portugal, PRT
7.43572, 1975, Dec Average, Portugal, PRT
7.62235, 1976, Jan Average, Portugal, PRT
9.7857, 1976, Feb Average, Portugal, PRT
11.0363, 1976, Mar Average, Portugal, PRT
11.5409, 1976, Apr Average, Portugal, PRT
15.9677, 1976, May Average, Portugal, PRT
21.4103, 1976, Jun Average, Portugal, PRT
22.5384, 1976, Jul Average, Portugal, PRT
22.3614, 1976, Aug Average, Portugal, PRT
18.3397, 1976, Sep Average, Portugal, PRT
14.2264, 1976, Oct Average, Portugal, PRT
9.89671, 1976, Nov Average, Portugal, PRT
9.772, 1976, Dec Average, Portugal, PRT
8.38452, 1977, Jan Average, Portugal, PRT
9.9923, 1977, Feb Average, Portugal, PRT
11.7964, 1977, Mar Average, Portugal, PRT
13.9712, 1977, Apr Average, Portugal, PRT
15.1369, 1977, May Average, Portugal, PRT
17.3848, 1977, Jun Average, Portugal, PRT
19.6341, 1977, Jul Average, Portugal, PRT
20.1167, 1977, Aug Average, Portugal, PRT
20.867, 1977, Sep Average, Portugal, PRT
16.0938, 1977, Oct Average, Portugal, PRT
11.1963, 1977, Nov Average, Portugal, PRT
11.103, 1977, Dec Average, Portugal, PRT
8.26971, 1978, Jan Average, Portugal, PRT
10.1599, 1978, Feb Average, Portugal, PRT
11.0429, 1978, Mar Average, Portugal, PRT
11.6396, 1978, Apr Average, Portugal, PRT
14.3039, 1978, May Average, Portugal, PRT
16.964, 1978, Jun Average, Portugal, PRT
21.6565, 1978, Jul Average, Portugal, PRT
22.0684, 1978, Aug Average, Portugal, PRT
22.0472, 1978, Sep Average, Portugal, PRT
16.3862, 1978, Oct Average, Portugal, PRT
12.1436, 1978, Nov Average, Portugal, PRT
10.725, 1978, Dec Average, Portugal, PRT
9.4559, 1979, Jan Average, Portugal, PRT
9.72182, 1979, Feb Average, Portugal, PRT
9.69591, 1979, Mar Average, Portugal, PRT
12.062, 1979, Apr Average, Portugal, PRT
15.5724, 1979, May Average, Portugal, PRT
19.8339, 1979, Jun Average, Portugal, PRT
22.3038, 1979, Jul Average, Portugal, PRT
21.8832, 1979, Aug Average, Portugal, PRT
19.8421, 1979, Sep Average, Portugal, PRT
14.7041, 1979, Oct Average, Portugal, PRT
11.3409, 1979, Nov Average, Portugal, PRT
9.53006, 1979, Dec Average, Portugal, PRT
8.56052, 1980, Jan Average, Portugal, PRT
10.0921, 1980, Feb Average, Portugal, PRT
10.8737, 1980, Mar Average, Portugal, PRT
13.6133, 1980, Apr Average, Portugal, PRT
14.8495, 1980, May Average, Portugal, PRT
18.8339, 1980, Jun Average, Portugal, PRT
21.1559, 1980, Jul Average, Portugal, PRT
22.5876, 1980, Aug Average, Portugal, PRT
21.4074, 1980, Sep Average, Portugal, PRT
16.1559, 1980, Oct Average, Portugal, PRT
11.2768, 1980, Nov Average, Portugal, PRT
7.72859, 1980, Dec Average, Portugal, PRT
8.64541, 1981, Jan Average, Portugal, PRT
8.82057, 1981, Feb Average, Portugal, PRT
12.6211, 1981, Mar Average, Portugal, PRT
12.1711, 1981, Apr Average, Portugal, PRT
14.6268, 1981, May Average, Portugal, PRT
21.2409, 1981, Jun Average, Portugal, PRT
22.5313, 1981, Jul Average, Portugal, PRT
22.4517, 1981, Aug Average, Portugal, PRT
20.1496, 1981, Sep Average, Portugal, PRT
16.5016, 1981, Oct Average, Portugal, PRT
14.6895, 1981, Nov Average, Portugal, PRT
10.3359, 1981, Dec Average, Portugal, PRT
9.8228, 1982, Jan Average, Portugal, PRT
9.90849, 1982, Feb Average, Portugal, PRT
11.6908, 1982, Mar Average, Portugal, PRT
14.0497, 1982, Apr Average, Portugal, PRT
16.4122, 1982, May Average, Portugal, PRT
19.6669, 1982, Jun Average, Portugal, PRT
20.8378, 1982, Jul Average, Portugal, PRT
22.2539, 1982, Aug Average, Portugal, PRT
20.1792, 1982, Sep Average, Portugal, PRT
14.8786, 1982, Oct Average, Portugal, PRT
11.2359, 1982, Nov Average, Portugal, PRT
8.33044, 1982, Dec Average, Portugal, PRT
8.89951, 1983, Jan Average, Portugal, PRT
7.83418, 1983, Feb Average, Portugal, PRT
12.8519, 1983, Mar Average, Portugal, PRT
11.9774, 1983, Apr Average, Portugal, PRT
13.6717, 1983, May Average, Portugal, PRT
20.4183, 1983, Jun Average, Portugal, PRT
20.6907, 1983, Jul Average, Portugal, PRT
21.1284, 1983, Aug Average, Portugal, PRT
21.8792, 1983, Sep Average, Portugal, PRT
17.5506, 1983, Oct Average, Portugal, PRT
14.1595, 1983, Nov Average, Portugal, PRT
9.9211, 1983, Dec Average, Portugal, PRT
8.32077, 1984, Jan Average, Portugal, PRT
8.70251, 1984, Feb Average, Portugal, PRT
9.36378, 1984, Mar Average, Portugal, PRT
15.3408, 1984, Apr Average, Portugal, PRT
12.3786, 1984, May Average, Portugal, PRT
18.6137, 1984, Jun Average, Portugal, PRT
22.1802, 1984, Jul Average, Portugal, PRT
21.8255, 1984, Aug Average, Portugal, PRT
19.7912, 1984, Sep Average, Portugal, PRT
15.9355, 1984, Oct Average, Portugal, PRT
11.652, 1984, Nov Average, Portugal, PRT
9.67286, 1984, Dec Average, Portugal, PRT
6.94517, 1985, Jan Average, Portugal, PRT
11.0093, 1985, Feb Average, Portugal, PRT
10.1978, 1985, Mar Average, Portugal, PRT
13.792, 1985, Apr Average, Portugal, PRT
14.7104, 1985, May Average, Portugal, PRT
19.4309, 1985, Jun Average, Portugal, PRT
22.4651, 1985, Jul Average, Portugal, PRT
22.0541, 1985, Aug Average, Portugal, PRT
22.9689, 1985, Sep Average, Portugal, PRT
18.2817, 1985, Oct Average, Portugal, PRT
11.3708, 1985, Nov Average, Portugal, PRT
9.5213, 1985, Dec Average, Portugal, PRT
8.16953, 1986, Jan Average, Portugal, PRT
8.6547, 1986, Feb Average, Portugal, PRT
10.5803, 1986, Mar Average, Portugal, PRT
9.92745, 1986, Apr Average, Portugal, PRT
16.9631, 1986, May Average, Portugal, PRT
19.6161, 1986, Jun Average, Portugal, PRT
23.1691, 1986, Jul Average, Portugal, PRT
21.037, 1986, Aug Average, Portugal, PRT
20.5368, 1986, Sep Average, Portugal, PRT
17.2833, 1986, Oct Average, Portugal, PRT
11.8892, 1986, Nov Average, Portugal, PRT
9.14357, 1986, Dec Average, Portugal, PRT
8.13735, 1987, Jan Average, Portugal, PRT
9.38451, 1987, Feb Average, Portugal, PRT
12.588, 1987, Mar Average, Portugal, PRT
14.0309, 1987, Apr Average, Portugal, PRT
16.587, 1987, May Average, Portugal, PRT
19.8716, 1987, Jun Average, Portugal, PRT
22.3154, 1987, Jul Average, Portugal, PRT
23.084, 1987, Aug Average, Portugal, PRT
22.5345, 1987, Sep Average, Portugal, PRT
14.3721, 1987, Oct Average, Portugal, PRT
11.811, 1987, Nov Average, Portugal, PRT
10.7582, 1987, Dec Average, Portugal, PRT
9.46791, 1988, Jan Average, Portugal, PRT
9.3269, 1988, Feb Average, Portugal, PRT
11.949, 1988, Mar Average, Portugal, PRT
13.0538, 1988, Apr Average, Portugal, PRT
14.887, 1988, May Average, Portugal, PRT
18.0203, 1988, Jun Average, Portugal, PRT
21.2534, 1988, Jul Average, Portugal, PRT
22.3791, 1988, Aug Average, Portugal, PRT
21.4675, 1988, Sep Average, Portugal, PRT
16.708, 1988, Oct Average, Portugal, PRT
13.0218, 1988, Nov Average, Portugal, PRT
8.95647, 1988, Dec Average, Portugal, PRT
8.49322, 1989, Jan Average, Portugal, PRT
10.4866, 1989, Feb Average, Portugal, PRT
12.7549, 1989, Mar Average, Portugal, PRT
11.4038, 1989, Apr Average, Portugal, PRT
17.6286, 1989, May Average, Portugal, PRT
20.474, 1989, Jun Average, Portugal, PRT
24.5518, 1989, Jul Average, Portugal, PRT
23.1859, 1989, Aug Average, Portugal, PRT
19.6008, 1989, Sep Average, Portugal, PRT
18.0532, 1989, Oct Average, Portugal, PRT
12.7447, 1989, Nov Average, Portugal, PRT
11.6266, 1989, Dec Average, Portugal, PRT
8.36077, 1990, Jan Average, Portugal, PRT
11.9853, 1990, Feb Average, Portugal, PRT
13.005, 1990, Mar Average, Portugal, PRT
12.4403, 1990, Apr Average, Portugal, PRT
17.8136, 1990, May Average, Portugal, PRT
19.8715, 1990, Jun Average, Portugal, PRT
24.0103, 1990, Jul Average, Portugal, PRT
23.7417, 1990, Aug Average, Portugal, PRT
21.2784, 1990, Sep Average, Portugal, PRT
15.8202, 1990, Oct Average, Portugal, PRT
11.2046, 1990, Nov Average, Portugal, PRT
8.2319, 1990, Dec Average, Portugal, PRT
8.17285, 1991, Jan Average, Portugal, PRT
8.00898, 1991, Feb Average, Portugal, PRT
11.4626, 1991, Mar Average, Portugal, PRT
12.5889, 1991, Apr Average, Portugal, PRT
16.7751, 1991, May Average, Portugal, PRT
20.3433, 1991, Jun Average, Portugal, PRT
23.2503, 1991, Jul Average, Portugal, PRT
24.1547, 1991, Aug Average, Portugal, PRT
21.416, 1991, Sep Average, Portugal, PRT
14.5825, 1991, Oct Average, Portugal, PRT
11.4971, 1991, Nov Average, Portugal, PRT
9.51794, 1991, Dec Average, Portugal, PRT
7.2721, 1992, Jan Average, Portugal, PRT
9.48668, 1992, Feb Average, Portugal, PRT
12.3694, 1992, Mar Average, Portugal, PRT
14.0172, 1992, Apr Average, Portugal, PRT
18.103, 1992, May Average, Portugal, PRT
17.4307, 1992, Jun Average, Portugal, PRT
23.121, 1992, Jul Average, Portugal, PRT
23.1648, 1992, Aug Average, Portugal, PRT
19.605, 1992, Sep Average, Portugal, PRT
14.2809, 1992, Oct Average, Portugal, PRT
12.7237, 1992, Nov Average, Portugal, PRT
10.1023, 1992, Dec Average, Portugal, PRT
8.88733, 1993, Jan Average, Portugal, PRT
9.56576, 1993, Feb Average, Portugal, PRT
11.5021, 1993, Mar Average, Portugal, PRT
12.5232, 1993, Apr Average, Portugal, PRT
14.8034, 1993, May Average, Portugal, PRT
19.7864, 1993, Jun Average, Portugal, PRT
22.781, 1993, Jul Average, Portugal, PRT
22.2675, 1993, Aug Average, Portugal, PRT
18.162, 1993, Sep Average, Portugal, PRT
13.6126, 1993, Oct Average, Portugal, PRT
10.8627, 1993, Nov Average, Portugal, PRT
9.59988, 1993, Dec Average, Portugal, PRT
8.53354, 1994, Jan Average, Portugal, PRT
9.14091, 1994, Feb Average, Portugal, PRT
13.5103, 1994, Mar Average, Portugal, PRT
12.7125, 1994, Apr Average, Portugal, PRT
15.8151, 1994, May Average, Portugal, PRT
20.5807, 1994, Jun Average, Portugal, PRT
22.632, 1994, Jul Average, Portugal, PRT
22.5573, 1994, Aug Average, Portugal, PRT
18.7766, 1994, Sep Average, Portugal, PRT
16.8243, 1994, Oct Average, Portugal, PRT
13.3513, 1994, Nov Average, Portugal, PRT
10.3006, 1994, Dec Average, Portugal, PRT
9.41146, 1995, Jan Average, Portugal, PRT
10.6086, 1995, Feb Average, Portugal, PRT
12.3173, 1995, Mar Average, Portugal, PRT
14.6687, 1995, Apr Average, Portugal, PRT
17.6904, 1995, May Average, Portugal, PRT
19.7088, 1995, Jun Average, Portugal, PRT
22.8186, 1995, Jul Average, Portugal, PRT
23.1406, 1995, Aug Average, Portugal, PRT
18.2677, 1995, Sep Average, Portugal, PRT
18.1328, 1995, Oct Average, Portugal, PRT
13.7107, 1995, Nov Average, Portugal, PRT
10.7203, 1995, Dec Average, Portugal, PRT
9.39327, 1996, Jan Average, Portugal, PRT
8.24539, 1996, Feb Average, Portugal, PRT
11.3232, 1996, Mar Average, Portugal, PRT
14.096, 1996, Apr Average, Portugal, PRT
15.6422, 1996, May Average, Portugal, PRT
21.5355, 1996, Jun Average, Portugal, PRT
22.7999, 1996, Jul Average, Portugal, PRT
21.175, 1996, Aug Average, Portugal, PRT
18.7254, 1996, Sep Average, Portugal, PRT
16.1916, 1996, Oct Average, Portugal, PRT
12.0931, 1996, Nov Average, Portugal, PRT
9.80817, 1996, Dec Average, Portugal, PRT
8.24941, 1997, Jan Average, Portugal, PRT
11.0999, 1997, Feb Average, Portugal, PRT
14.676, 1997, Mar Average, Portugal, PRT
16.1762, 1997, Apr Average, Portugal, PRT
16.3115, 1997, May Average, Portugal, PRT
18.3082, 1997, Jun Average, Portugal, PRT
21.5498, 1997, Jul Average, Portugal, PRT
22.3803, 1997, Aug Average, Portugal, PRT
21.3153, 1997, Sep Average, Portugal, PRT
18.2964, 1997, Oct Average, Portugal, PRT
12.8318, 1997, Nov Average, Portugal, PRT
10.0988, 1997, Dec Average, Portugal, PRT
9.93278, 1998, Jan Average, Portugal, PRT
11.5993, 1998, Feb Average, Portugal, PRT
13.7226, 1998, Mar Average, Portugal, PRT
12.2508, 1998, Apr Average, Portugal, PRT
15.8584, 1998, May Average, Portugal, PRT
20.0874, 1998, Jun Average, Portugal, PRT
22.6142, 1998, Jul Average, Portugal, PRT
23.7085, 1998, Aug Average, Portugal, PRT
20.0452, 1998, Sep Average, Portugal, PRT
15.9593, 1998, Oct Average, Portugal, PRT
12.3729, 1998, Nov Average, Portugal, PRT
